Team,Conference,Year,Target,Win %,Off.Rank,Def.Rank,Avg.Turnover.Margin.per.Game,Points.Per.Game,Avg.Points.per.Game.Allowed,Rush.Yards.Per.Game.Allowed,Rushing.Yards.per.Game,Pass.Yards.Per.Game.Allowed,Pass.Yards.Per.Game,Off.Yards.Play,Yards.Play.Allowed,X3rd.Percent,Opponent.3rd.Percent,Redzone.Points,Redzone.Points.Allowed
Iowa,Big Ten,2017,0,0.6153846153846154,116,36,0.54,28.2,19.9,144.6,139.2,212.8,190.2,5.12,5.08,0.344,0.346,0.796,0.8
Iowa St.,Big 12,2017,0,0.6153846153846154,86,43,0.77,29.2,20.9,128.0,113.1,238.2,272.9,5.55,5.4,0.392,0.407,0.865,0.833
Kansas,Big 12,2017,0,0.08333333333333333,117,117,-1.42,18.7,43.4,171.6,102.6,296.8,226.4,4.64,6.44,0.289,0.401,0.938,0.898
Kansas St.,Big 12,2017,0,0.6153846153846154,95,90,0.77,32.3,25.2,117.7,198.8,309.1,173.8,6.14,5.82,0.336,0.412,0.846,0.787
Kent St.,MAC,2017,0,0.16666666666666666,127,77,-0.58,12.8,35.1,213.3,152.5,195.1,122.7,4.38,6.21,0.287,0.315,0.64,0.837
Kentucky,SEC,2017,0,0.5384615384615384,103,91,0.23,25.5,28.2,175.3,161.7,251.6,188.2,5.56,6.22,0.393,0.405,0.929,0.875
La.-Monroe,Sun Belt,2017,0,0.3333333333333333,21,128,-0.33,33.9,41.0,232.8,170.3,299.3,287.7,6.37,7.26,0.435,0.46,0.833,0.902
Louisiana,Sun Belt,2017,0,0.4166666666666667,65,123,-0.08,28.2,40.0,236.6,183.7,256.1,214.8,5.78,6.58,0.36,0.485,0.929,0.867
Louisiana Tech,C-USA,2017,0,0.5384615384615384,62,60,1.0,30.5,25.4,176.6,172.5,208.9,230.5,5.73,5.59,0.407,0.414,0.852,0.732
Louisville,ACC,2017,0,0.6153846153846154,3,62,0.15,38.1,27.4,163.4,245.1,224.7,299.8,7.39,5.61,0.442,0.413,0.847,0.872
LSU,SEC,2017,0,0.6923076923076923,54,12,0.77,27.2,18.9,128.4,207.6,187.6,203.5,6.19,5.07,0.414,0.354,0.768,0.833
Marshall,C-USA,2017,0,0.6153846153846154,92,28,-0.62,26.7,19.9,121.2,140.2,220.5,239.6,5.5,4.95,0.444,0.36,0.8,0.732
Maryland,Big Ten,2017,0,0.3333333333333333,119,86,0.17,24.1,37.1,190.8,161.7,228.6,161.7,5.15,5.62,0.286,0.495,0.757,0.855
Massachusetts,FBS Independent,2017,0,0.3333333333333333,35,75,0.25,30.6,31.8,197.9,135.3,207.0,297.5,6.0,5.76,0.347,0.372,0.83,0.904
Memphis,AAC,2017,1,0.7692307692307693,4,116,1.15,45.5,32.5,184.2,197.1,282.1,335.0,7.35,5.75,0.438,0.456,0.903,0.807
Miami,FL,2017,1,0.7692307692307693,60,38,1.0,29.1,21.0,145.8,160.8,217.1,242.5,6.24,4.77,0.288,0.395,0.907,0.881
Miami,OH,2017,0,0.4166666666666667,90,45,-0.08,24.4,24.1,166.8,145.9,200.8,237.7,5.54,5.42,0.375,0.388,0.85,0.743
Michigan,Big Ten,2017,0,0.6153846153846154,105,3,-0.31,25.2,18.8,120.9,177.7,150.1,171.2,5.18,4.52,0.326,0.261,0.841,0.833
Michigan St.,Big Ten,2017,1,0.7692307692307693,91,7,0.23,24.5,20.0,95.3,167.8,202.3,215.2,5.13,4.87,0.449,0.328,0.824,0.871
Middle Tenn.,C-USA,2017,0,0.5384615384615384,71,35,-0.92,25.5,24.7,134.1,142.3,223.2,251.1,5.68,4.95,0.376,0.348,0.8,0.846
Minnesota,Big Ten,2017,0,0.4166666666666667,122,30,0.0,22.1,22.8,172.2,182.4,174.5,126.1,4.88,5.52,0.335,0.384,0.805,0.842
Mississippi St.,SEC,2017,0,0.6923076923076923,46,10,-0.08,32.0,20.9,131.6,251.7,174.7,166.9,5.51,5.23,0.462,0.304,0.862,0.8
Missouri,SEC,2017,0,0.5384615384615384,8,82,-0.62,37.5,31.8,159.6,193.5,254.5,308.6,7.13,5.6,0.451,0.434,0.906,0.911
Navy,AAC,2017,0,0.5384615384615384,39,48,-0.23,30.5,26.3,154.5,351.4,215.8,77.3,6.03,6.17,0.455,0.425,0.843,0.889
NC State,ACC,2017,0,0.6923076923076923,25,58,0.62,32.2,25.2,131.0,176.4,253.2,275.4,5.99,5.56,0.447,0.419,0.733,0.795
Nebraska,Big Ten,2017,0,0.3333333333333333,87,100,-0.58,25.8,36.4,214.8,107.5,221.4,277.5,5.59,6.34,0.376,0.431,0.756,0.877
Nevada,MWC,2017,0,0.25,67,119,-0.17,28.2,33.9,208.3,127.2,263.1,270.4,5.87,6.12,0.398,0.443,0.822,0.817
New Mexico,MWC,2017,0,0.25,99,70,-1.33,20.7,31.8,157.4,235.4,240.6,124.1,5.5,6.13,0.301,0.383,0.719,0.947
New Mexico St.,Independent,2017,0,0.5384615384615384,28,74,-0.15,29.3,29.7,166.5,106.8,234.4,340.2,5.82,5.36,0.438,0.296,0.82,0.804
North Carolina,ACC,2017,0,0.25,96,98,-0.5,26.0,31.3,213.0,144.2,223.1,225.4,5.32,5.85,0.309,0.374,0.838,0.784
North Texas,C-USA,2017,0,0.6428571428571429,24,96,-0.79,35.5,35.0,202.5,163.2,228.9,291.9,6.14,5.96,0.433,0.439,0.889,0.907
Northern Ill.,MAC,2017,0,0.6153846153846154,93,26,-0.15,28.9,22.0,120.0,177.8,218.5,199.9,5.1,4.62,0.392,0.305,0.8,0.813
Northwestern,Big Ten,2017,1,0.7692307692307693,55,34,0.54,29.2,20.1,107.7,174.2,249.5,233.8,5.31,5.02,0.355,0.361,0.881,0.732
Notre Dame,FBS Independent,2017,1,0.7692307692307693,27,46,0.23,34.2,21.5,154.5,269.3,214.7,178.9,6.39,5.05,0.438,0.353,0.913,0.792
Ohio,MAC,2017,0,0.6923076923076923,34,50,-0.31,39.1,24.2,110.5,244.5,261.2,188.5,6.43,5.3,0.411,0.299,0.919,0.881
Ohio St.,Big Ten,2017,1,0.8571428571428571,7,9,0.36,41.1,19.0,105.1,243.2,195.9,262.8,6.88,4.44,0.465,0.321,0.897,0.725
Oklahoma,Big 12,2017,1,0.8571428571428571,1,67,0.36,45.1,27.1,156.5,217.8,238.4,361.8,8.29,5.84,0.426,0.38,0.903,0.878
Oklahoma St.,Big 12,2017,1,0.7692307692307693,2,79,0.23,45.0,29.4,140.7,179.8,268.6,389.2,7.34,5.51,0.456,0.388,0.893,0.813
Old Dominion,C-USA,2017,0,0.4166666666666667,113,92,-0.33,20.7,31.7,204.2,163.9,223.5,168.4,4.92,5.8,0.344,0.454,0.857,0.833
Ole Miss,SEC,2017,0,0.5,18,115,-0.42,32.8,34.6,245.3,133.9,214.2,328.4,6.9,6.16,0.381,0.415,0.953,0.895
Oregon,Pac-12,2017,0,0.5384615384615384,30,46,0.0,36.0,29.0,128.5,251.0,240.6,189.9,6.1,5.07,0.41,0.333,0.893,0.826
Oregon St.,Pac-12,2017,0,0.08333333333333333,112,120,-1.17,20.7,43.0,235.8,137.5,237.3,196.3,5.18,6.61,0.402,0.532,0.886,0.892
Penn St.,Big Ten,2017,1,0.8461538461538461,19,17,0.92,41.1,16.5,118.0,170.2,211.5,290.2,6.58,4.77,0.48,0.349,0.898,0.844
Pittsburgh,ACC,2017,0,0.4166666666666667,97,69,0.0,23.9,26.6,142.4,148.5,254.2,217.7,5.35,5.96,0.357,0.406,0.771,0.765
Purdue,Big Ten,2017,0,0.5384615384615384,61,52,0.31,25.2,20.5,132.9,151.5,242.5,251.5,5.59,5.27,0.333,0.359,0.894,0.81
Rice,C-USA,2017,0,0.08333333333333333,115,89,-1.92,16.3,35.8,192.6,187.0,233.3,144.8,5.44,6.43,0.388,0.486,0.741,0.939
Rutgers,Big Ten,2017,0,0.3333333333333333,128,72,-0.42,18.0,28.3,181.8,147.1,216.8,115.6,4.43,5.72,0.321,0.384,0.8,0.939
San Diego St.,MWC,2017,1,0.7692307692307693,64,11,0.54,30.8,20.2,135.8,252.5,178.7,147.7,6.29,5.08,0.448,0.39,0.837,0.758
San Jose St.,MWC,2017,0,0.15384615384615385,120,124,-2.0,15.8,41.7,285.4,120.1,213.9,198.0,4.6,6.21,0.305,0.454,0.655,0.853
SMU,AAC,2017,0,0.5384615384615384,15,121,0.31,37.8,36.7,207.7,184.4,269.0,294.1,6.39,6.59,0.432,0.429,0.863,0.811
South Alabama,Sun Belt,2017,0,0.3333333333333333,111,84,0.17,19.8,26.5,151.8,97.3,265.9,237.1,5.1,5.88,0.307,0.426,0.737,0.741
South Carolina,SEC,2017,0,0.6923076923076923,108,44,0.85,24.2,20.7,141.1,122.2,226.0,214.9,5.46,5.16,0.38,0.398,0.853,0.813
South Fla.,AAC,2017,1,0.8333333333333334,6,37,0.83,38.3,23.5,126.9,264.1,232.8,248.9,6.15,4.84,0.437,0.364,0.803,0.871
Southern California,Pac-12,2017,1,0.7857142857142857,13,68,-0.14,32.6,26.1,158.6,185.1,237.0,299.0,6.55,5.62,0.411,0.357,0.729,0.712
Southern Miss.,C-USA,2017,0,0.6153846153846154,43,20,-0.08,29.2,24.5,138.5,184.5,193.5,240.1,5.89,5.05,0.373,0.346,0.818,0.833
Stanford,Pac-12,2017,0,0.6428571428571429,79,76,1.14,32.4,22.7,169.0,202.4,236.1,186.3,6.45,5.98,0.426,0.435,0.898,0.872
Syracuse,ACC,2017,0,0.3333333333333333,23,105,-1.0,27.4,32.2,196.7,161.5,247.3,294.8,5.33,6.4,0.397,0.311,0.83,0.813
TCU,Big 12,2017,1,0.7857142857142857,45,19,0.21,33.6,19.0,103.9,174.1,227.5,245.1,6.09,5.07,0.457,0.313,0.889,0.694
Temple,AAC,2017,0,0.5384615384615384,80,56,-0.31,25.1,25.8,174.6,136.4,206.8,251.8,5.52,5.4,0.414,0.383,0.822,0.868
Tennessee,SEC,2017,0,0.3333333333333333,124,81,-0.25,19.8,29.1,251.3,117.4,161.7,173.7,4.77,5.94,0.307,0.452,0.8,0.9
Texas,Big 12,2017,0,0.5384615384615384,66,41,0.62,29.5,21.2,106.8,139.6,258.8,258.8,5.15,5.19,0.381,0.271,0.787,0.814
Texas A&M,SEC,2017,0,0.5384615384615384,56,78,0.23,32.7,30.7,170.8,155.6,237.6,251.2,5.54,5.63,0.38,0.347,0.857,0.907
Texas St.,Sun Belt,2017,0,0.16666666666666666,107,102,-1.25,17.3,33.6,141.7,134.1,297.3,205.7,4.77,6.18,0.337,0.361,0.757,0.843
Texas Tech,Big 12,2017,0,0.46153846153846156,16,104,0.85,34.3,32.2,161.6,140.9,282.2,333.7,6.17,5.78,0.446,0.421,0.694,0.82
Toledo,MAC,2017,1,0.7857142857142857,14,59,0.07,36.4,26.2,177.9,204.0,207.1,279.9,6.91,5.63,0.391,0.344,0.851,0.826
Troy,Sun Belt,2017,1,0.8461538461538461,46,24,0.54,31.5,18.5,105.7,149.0,231.3,269.6,6.24,4.78,0.429,0.389,0.818,0.614
Tulane,AAC,2017,0,0.4166666666666667,75,98,0.67,27.5,29.2,210.4,231.5,225.7,160.0,5.76,6.68,0.399,0.444,0.861,0.744
Tulsa,AAC,2017,0,0.16666666666666666,44,127,0.08,29.3,37.5,265.0,247.3,263.9,173.1,5.71,7.31,0.437,0.443,0.884,0.849
UAB,C-USA,2017,0,0.6153846153846154,98,41,0.31,27.8,25.6,175.9,183.2,189.7,180.5,5.42,5.39,0.454,0.364,0.896,0.8
UCF,AAC,2017,1,1.0,5,93,1.31,48.2,25.3,159.8,198.7,268.1,331.8,7.46,5.74,0.455,0.408,0.845,0.85
UCLA,Pac-12,2017,0,0.46153846153846156,22,122,-0.69,32.5,36.6,287.4,113.4,196.3,344.5,6.39,6.26,0.412,0.384,0.868,0.884
UConn,AAC,2017,0,0.25,50,126,-0.67,23.6,37.9,185.1,146.0,333.9,269.2,5.49,6.77,0.398,0.475,0.738,0.868
UNLV,MWC,2017,0,0.4166666666666667,41,113,0.33,28.8,31.8,239.3,240.2,219.3,186.9,6.2,6.27,0.407,0.438,0.86,0.794
Utah,Pac-12,2017,0,0.5384615384615384,52,25,0.08,29.5,23.2,131.3,164.0,207.1,249.4,5.64,5.07,0.352,0.378,0.873,0.864
Utah St.,MWC,2017,0,0.46153846153846156,68,73,0.38,30.2,26.9,216.4,171.4,182.5,226.0,5.62,5.17,0.343,0.355,0.875,0.814
UTEP,C-USA,2017,0,0.0,129,107,-0.5,11.8,36.8,234.3,95.6,212.3,134.9,4.09,6.24,0.269,0.519,0.75,0.922
UTSA,C-USA,2017,0,0.5454545454545454,82,5,0.36,23.5,17.0,127.7,184.5,160.1,202.8,5.65,4.98,0.416,0.348,0.824,0.72
Vanderbilt,SEC,2017,0,0.4166666666666667,102,65,-0.42,24.6,31.3,198.5,107.2,194.6,243.6,5.6,5.85,0.417,0.373,0.838,0.875
Virginia,ACC,2017,0,0.46153846153846156,106,40,-0.08,22.5,28.4,199.3,93.5,165.8,248.7,4.9,5.4,0.392,0.367,0.788,0.727
Virginia Tech,ACC,2017,0,0.6923076923076923,53,13,0.38,28.2,14.8,119.5,173.4,199.8,239.5,5.39,5.06,0.408,0.262,0.772,0.724
Wake Forest,ACC,2017,0,0.6153846153846154,17,112,0.62,35.3,28.3,185.8,188.9,271.5,276.8,6.29,5.56,0.397,0.398,0.946,0.849
Washington,Pac-12,2017,1,0.7692307692307693,58,8,1.0,36.2,16.1,100.8,183.2,197.2,222.2,6.42,4.42,0.454,0.378,0.833,0.857
Washington St.,Pac-12,2017,0,0.6923076923076923,33,16,-0.23,30.3,25.8,152.4,68.0,170.9,366.8,5.56,5.13,0.426,0.285,0.87,0.878
West Virginia,Big 12,2017,0,0.5384615384615384,20,106,-0.54,34.5,31.5,204.2,150.3,241.4,309.3,6.35,6.14,0.335,0.333,0.868,0.85
Western Ky.,C-USA,2017,0,0.46153846153846156,69,53,-0.62,25.5,26.8,170.3,60.8,206.8,335.0,5.32,5.52,0.44,0.435,0.74,0.886
Western Mich.,MAC,2017,0,0.5,78,55,0.67,33.9,29.0,156.1,224.8,222.4,164.8,5.46,5.64,0.395,0.381,0.843,0.857
Wisconsin,Big Ten,2017,1,0.9285714285714286,51,2,0.36,33.8,13.9,98.4,222.9,163.6,192.1,6.09,4.42,0.486,0.291,0.855,0.714
Wyoming,MWC,2017,0,0.6153846153846154,125,23,1.85,23.5,17.5,160.3,108.8,174.9,177.2,4.68,4.67,0.331,0.366,0.971,0.765
Air Force,MWC,2018,0,0.4166666666666667,52,43,-0.08,30.3,25.8,116.9,283.5,244.0,131.3,5.64,5.92,0.414,0.418,0.913,0.833
Akron,MAC,2018,0,0.3333333333333333,126,61,-0.42,18.9,27.2,197.0,95.3,191.1,199.2,4.62,5.19,0.29,0.37,0.952,0.811
Alabama,SEC,2018,1,0.9333333333333333,6,16,0.4,45.6,18.1,121.3,198.4,198.3,323.6,7.76,4.89,0.521,0.342,0.823,0.732
Appalachian St.,Sun Belt,2018,1,0.8461538461538461,37,6,0.46,37.3,15.5,125.9,240.4,162.1,190.6,6.52,4.43,0.42,0.317,0.852,0.8
Arizona,Pac-12,2018,0,0.4166666666666667,24,92,-0.33,31.3,32.6,162.5,202.4,269.5,255.3,6.23,5.73,0.436,0.411,0.844,0.771
Arizona St.,Pac-12,2018,0,0.5384615384615384,50,73,0.77,29.9,25.5,170.5,184.0,233.8,232.7,6.03,5.71,0.417,0.416,0.878,0.867
Arkansas,SEC,2018,0,0.16666666666666666,117,79,-0.83,21.7,34.8,167.8,143.4,245.3,192.3,4.97,6.0,0.31,0.383,0.838,0.825
Arkansas St.,Sun Belt,2018,0,0.6153846153846154,17,45,0.31,30.3,25.6,191.8,184.8,177.8,281.5,6.18,5.57,0.4,0.358,0.78,0.784
Army West Point,FBS Independent,2018,1,0.8461538461538461,76,8,0.77,32.8,17.7,106.8,312.5,188.8,80.1,5.53,5.58,0.571,0.266,0.879,0.767
Auburn,SEC,2018,0,0.6153846153846154,78,38,0.69,30.9,19.2,135.9,167.5,219.5,222.5,5.67,5.15,0.369,0.347,0.811,0.829
Ball St.,MAC,2018,0,0.3333333333333333,63,109,-0.33,24.2,32.4,239.8,155.7,210.4,252.9,5.31,5.92,0.426,0.428,0.833,0.873
Baylor,Big 12,2018,0,0.5384615384615384,22,85,-0.69,29.5,31.7,183.5,169.1,242.1,290.0,6.04,6.49,0.435,0.441,0.745,0.917
Boise St.,MWC,2018,1,0.7692307692307693,21,39,0.85,35.4,22.1,122.9,167.5,233.0,292.0,6.1,5.64,0.525,0.311,0.837,0.816
Boston College,ACC,2018,0,0.5833333333333334,67,70,0.58,32.0,25.7,154.9,189.1,247.9,215.3,5.42,5.17,0.339,0.374,0.805,0.8
Bowling Green,MAC,2018,0,0.25,105,106,-0.67,24.3,40.0,280.5,116.6,167.6,238.7,5.19,6.45,0.39,0.449,0.8,0.865
Buffalo,MAC,2018,0,0.7142857142857143,55,37,0.29,34.6,25.9,161.1,189.1,194.2,225.4,5.78,5.24,0.424,0.374,0.758,0.816
BYU,FBS Independent,2018,0,0.5384615384615384,100,18,0.08,27.2,21.4,130.1,153.2,194.0,211.8,5.54,4.73,0.369,0.374,0.846,0.841
California,Pac-12,2018,0,0.5384615384615384,114,15,-0.23,21.5,20.4,142.1,157.3,175.1,186.2,4.91,4.59,0.354,0.347,0.718,0.909
Central Mich.,MAC,2018,0,0.08333333333333333,128,36,-0.42,15.0,27.3,204.7,120.2,150.7,134.5,3.78,4.96,0.291,0.393,0.769,0.787
Charlotte,C-USA,2018,0,0.4166666666666667,115,22,0.08,21.7,26.6,105.7,162.6,231.7,180.5,4.96,5.78,0.421,0.373,0.81,0.805
Cincinnati,AAC,2018,1,0.8461538461538461,23,11,0.0,34.9,17.2,113.0,239.5,190.5,219.0,6.12,4.7,0.487,0.284,0.8,0.788
Clemson,ACC,2018,1,1.0,3,5,0.47,44.3,13.1,96.3,248.2,189.6,279.0,7.35,4.19,0.46,0.285,0.88,0.722
Coastal Caro.,Sun Belt,2018,0,0.4166666666666667,87,110,-0.5,26.7,33.2,244.4,198.7,206.4,180.7,5.84,7.3,0.422,0.455,0.895,0.848
Colorado,Pac-12,2018,0,0.4166666666666667,74,52,-0.33,27.1,27.3,145.6,143.0,234.7,249.6,5.4,5.24,0.361,0.366,0.842,0.837
Colorado St.,MWC,2018,0,0.25,59,111,-0.83,22.8,36.8,219.5,105.6,232.4,304.9,5.52,6.8,0.429,0.393,0.821,0.851
Duke,ACC,2018,0,0.6153846153846154,65,77,-0.54,29.4,27.4,209.3,159.6,199.5,246.1,5.52,5.51,0.424,0.4,0.851,0.829
East Carolina,AAC,2018,0,0.25,56,101,-1.17,22.8,37.3,169.8,129.7,270.1,284.8,5.0,6.14,0.362,0.389,0.865,0.953
Eastern Mich.,MAC,2018,0,0.5384615384615384,92,35,0.77,27.0,22.1,203.5,145.4,150.2,226.7,5.5,4.99,0.331,0.375,0.784,0.729
FIU,C-USA,2018,0,0.6923076923076923,46,56,0.69,34.6,25.2,192.2,175.8,194.1,245.7,6.38,5.66,0.468,0.402,0.816,0.774
Fla. Atlantic,C-USA,2018,0,0.4166666666666667,14,88,-0.58,31.1,31.8,189.0,241.8,238.4,237.0,6.18,5.94,0.331,0.417,0.833,0.83
Florida,SEC,2018,1,0.7692307692307693,42,28,0.92,35.0,20.0,162.5,213.2,180.8,213.5,6.23,5.12,0.416,0.374,0.839,0.906
Florida St.,ACC,2018,0,0.4166666666666667,102,80,-0.92,21.9,31.5,147.7,91.1,268.7,270.1,5.12,5.24,0.291,0.365,0.781,0.828
Fresno St.,MWC,2018,1,0.8571428571428571,47,17,0.86,34.6,14.1,132.2,154.4,189.4,267.1,6.27,4.72,0.446,0.34,0.895,0.654
Ga. Southern,Sun Belt,2018,1,0.7692307692307693,112,41,1.69,30.5,21.5,140.5,266.2,216.5,79.0,5.91,5.45,0.389,0.385,0.929,0.875
Georgia,SEC,2018,1,0.7857142857142857,18,13,0.21,37.9,19.2,134.0,238.8,180.3,226.1,7.05,4.94,0.475,0.34,0.9,0.892
Georgia St.,Sun Belt,2018,0,0.16666666666666666,89,124,-0.67,23.9,37.4,251.0,171.4,238.5,206.8,5.57,7.73,0.404,0.493,0.865,0.833
Georgia Tech,ACC,2018,0,0.5384615384615384,61,46,0.62,33.6,29.3,158.3,325.0,211.3,83.8,6.1,5.97,0.439,0.507,0.793,0.851
Hawaii,MWC,2018,0,0.5714285714285714,48,100,-0.64,30.8,35.1,204.6,109.6,235.1,310.3,6.1,6.3,0.331,0.424,0.842,0.855
Houston,AAC,2018,0,0.6153846153846154,7,126,0.38,43.9,37.2,220.9,217.1,275.5,295.5,6.6,5.94,0.459,0.464,0.877,0.921
Illinois,Big Ten,2018,0,0.3333333333333333,62,127,-0.33,26.0,39.4,245.3,243.0,263.1,165.7,5.97,7.04,0.345,0.446,0.861,0.86
Indiana,Big Ten,2018,0,0.4166666666666667,51,83,0.42,26.4,29.9,183.2,157.3,240.6,257.8,5.48,6.0,0.424,0.42,0.818,0.898
Iowa,Big Ten,2018,0,0.6923076923076923,91,7,0.69,31.2,17.8,109.5,148.4,184.1,226.6,5.44,4.56,0.435,0.343,0.855,0.793
Iowa St.,Big 12,2018,0,0.6153846153846154,95,33,-0.23,26.8,22.9,115.0,130.1,234.2,240.9,5.82,5.05,0.396,0.418,0.911,0.761
Kansas,Big 12,2018,0,0.25,109,81,1.33,23.8,30.0,171.8,158.6,246.8,192.3,5.17,6.06,0.391,0.456,0.75,0.792
Kansas St.,Big 12,2018,0,0.4166666666666667,113,71,0.17,22.5,25.4,157.7,182.6,245.8,162.1,5.19,5.95,0.385,0.448,0.775,0.878
Kent St.,MAC,2018,0,0.16666666666666666,82,117,-0.08,23.9,36.7,220.3,171.7,247.0,211.9,5.04,6.26,0.342,0.404,0.9,0.733
Kentucky,SEC,2018,1,0.7692307692307693,103,23,0.15,26.6,16.8,151.6,199.4,186.3,161.5,5.64,5.24,0.398,0.382,0.816,0.75
La.-Monroe,Sun Belt,2018,0,0.5,52,90,-1.0,26.6,31.8,182.7,167.3,247.1,247.5,6.21,6.31,0.409,0.431,0.735,0.902
Louisiana,Sun Belt,2018,0,0.5,44,97,-0.14,31.9,34.2,219.1,218.7,216.8,205.6,6.59,6.32,0.47,0.452,0.896,0.85
Louisiana Tech,C-USA,2018,0,0.6153846153846154,84,27,0.23,24.7,23.0,149.7,132.4,191.6,249.7,5.43,5.04,0.403,0.353,0.854,0.912
Louisville,ACC,2018,0,0.16666666666666666,108,122,-1.0,19.8,44.1,277.3,141.5,206.3,211.1,5.31,6.88,0.355,0.519,0.806,0.881
LSU,SEC,2018,1,0.7692307692307693,68,25,0.92,32.4,21.8,138.6,173.6,200.1,228.5,5.5,4.81,0.4,0.354,0.883,0.85
Marshall,C-USA,2018,0,0.6923076923076923,72,25,0.0,28.2,21.8,104.2,165.5,234.5,228.1,5.64,4.82,0.402,0.317,0.78,0.83
Maryland,Big Ten,2018,0,0.4166666666666667,94,63,0.75,28.5,28.7,183.9,230.2,206.5,141.3,6.12,5.56,0.4,0.391,0.935,0.907
Massachusetts,FBS Independent,2018,0,0.3333333333333333,34,123,-0.33,32.8,42.9,274.8,139.5,210.0,298.1,6.4,6.88,0.367,0.424,0.854,0.9
Memphis,AAC,2018,0,0.5714285714285714,4,89,0.29,42.9,31.9,171.8,279.9,256.4,243.2,7.12,5.61,0.471,0.396,0.889,0.833
Miami,FL,2018,0,0.5384615384615384,104,4,-0.08,28.8,19.5,143.3,191.5,135.6,167.3,5.59,4.3,0.407,0.253,0.854,0.821
Miami,OH,2018,0,0.5,93,44,0.5,28.1,25.5,159.7,159.8,208.5,212.3,5.46,5.24,0.374,0.399,0.977,0.814
Michigan,Big Ten,2018,1,0.7692307692307693,49,2,0.38,35.2,19.4,127.4,203.8,147.8,215.7,6.09,4.58,0.486,0.337,0.877,0.933
Michigan St.,Big Ten,2018,0,0.5384615384615384,116,10,0.08,18.7,17.2,77.9,124.8,225.2,217.2,4.62,4.54,0.335,0.302,0.829,0.8
Middle Tenn.,C-USA,2018,0,0.5714285714285714,73,50,0.36,28.0,26.7,164.6,132.6,213.2,260.7,5.55,5.48,0.378,0.454,0.865,0.787
Minnesota,Big Ten,2018,0,0.5384615384615384,86,54,-0.31,28.9,26.5,173.4,170.8,212.4,208.8,5.67,5.93,0.398,0.369,0.814,0.875
Mississippi St.,SEC,2018,0,0.6153846153846154,70,1,0.54,28.5,13.2,95.1,223.6,168.0,173.8,6.17,4.13,0.415,0.266,0.881,0.735
Missouri,SEC,2018,0,0.6153846153846154,13,62,0.08,36.6,25.5,126.5,202.4,262.0,279.4,6.24,5.68,0.464,0.342,0.871,0.889
Navy,AAC,2018,0,0.23076923076923078,110,86,0.31,25.0,33.5,191.5,276.1,234.8,72.8,5.27,6.52,0.38,0.465,0.947,0.808
NC State,ACC,2018,0,0.6923076923076923,26,66,0.08,33.8,24.9,131.5,142.9,261.1,313.2,6.06,5.94,0.473,0.333,0.873,0.766
Nebraska,Big Ten,2018,0,0.3333333333333333,25,94,-0.17,30.0,31.3,195.8,209.0,237.8,247.2,6.31,5.81,0.372,0.432,0.886,0.818
Nevada,MWC,2018,0,0.6153846153846154,38,58,-0.46,31.1,26.9,142.0,152.0,245.5,278.8,6.03,5.25,0.324,0.305,0.851,0.688
New Mexico,MWC,2018,0,0.25,119,119,-0.33,26.6,36.2,217.0,153.2,256.0,177.3,5.0,6.32,0.373,0.433,0.825,0.895
New Mexico St.,FBS Independent,2018,0,0.25,96,120,-0.67,25.3,41.3,268.4,105.3,207.5,265.2,4.99,5.94,0.362,0.464,0.775,0.906
North Carolina,ACC,2018,0,0.18181818181818182,31,105,-0.55,27.4,34.5,218.8,193.0,228.8,249.1,5.95,5.98,0.345,0.438,0.822,0.833
North Texas,C-USA,2018,0,0.6923076923076923,20,48,0.38,34.6,24.2,119.8,153.8,254.8,306.8,6.2,5.32,0.373,0.35,0.867,0.778
Northern Ill.,MAC,2018,0,0.5714285714285714,123,40,-0.07,20.1,22.6,109.2,166.9,247.8,155.4,4.52,4.78,0.36,0.389,0.821,0.837
Northwestern,Big Ten,2018,0,0.6428571428571429,107,64,0.5,24.2,23.2,129.6,114.9,261.2,239.4,4.74,5.57,0.387,0.366,0.851,0.8
Notre Dame,FBS Independent,2018,1,0.9230769230769231,32,30,0.31,31.4,18.2,139.5,182.6,207.9,257.5,6.0,4.72,0.43,0.389,0.865,0.75
Ohio,MAC,2018,0,0.6923076923076923,16,65,1.0,40.1,24.6,137.1,258.5,253.8,208.2,7.0,6.09,0.487,0.438,0.889,0.821
Ohio St.,Big Ten,2018,1,0.9285714285714286,2,72,0.43,42.4,25.5,158.2,171.3,245.2,364.3,6.63,5.77,0.466,0.327,0.771,0.905
Oklahoma,Big 12,2018,1,0.8571428571428571,1,114,-0.14,48.4,33.3,159.8,247.4,294.0,322.9,8.6,6.13,0.507,0.464,0.912,0.926
Oklahoma St.,Big 12,2018,0,0.5384615384615384,10,112,-0.69,38.4,32.5,185.4,190.3,267.1,309.8,6.43,6.04,0.448,0.376,0.896,0.736
Old Dominion,C-USA,2018,0,0.3333333333333333,40,118,-0.5,30.8,35.9,216.4,130.8,255.0,297.0,5.67,6.24,0.368,0.4,0.793,0.833
Ole Miss,SEC,2018,0,0.4166666666666667,9,121,0.08,33.9,36.2,221.8,164.1,261.7,346.4,7.12,6.32,0.353,0.405,0.889,0.825
Oregon,Pac-12,2018,0,0.6923076923076923,41,55,0.38,34.8,25.4,144.3,179.4,241.6,247.8,5.86,5.25,0.429,0.371,0.843,0.837
